"Group","DisplayName","ObjectClass","ObsPath","ManagerLevel1","ShareAssignments","NtfsAssignments","ExpandedMembers","MaxDepth","HasCycle","IsTruncated","Rights","ShareId","ShareIds","Sources","FullPath","ExamplePath"
"LAB\SS-ENT-0023-Editors","SS-ENT-0023-Editors","group","CORP.ENT.SHARE0023.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0023","share-WINSERVER-SSEnt0023","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0023\Division12\Region06\Program24\Project24\Workstream24","C:\ShareSurferEnterpriseLab\Enterprise\Share0023\Division12\Region06\Program24\Project24\Workstream24"
"LAB\SS-ENT-0024-Editors","SS-ENT-0024-Editors","group","CORP.ENT.SHARE0024.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0024","share-WINSERVER-SSEnt0024","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0024\Division01\Region07\Program25\Project25\Workstream25","C:\ShareSurferEnterpriseLab\Enterprise\Share0024\Division01\Region07\Program25\Project25\Workstream25"
"LAB\SS-ENT-0025-Editors","SS-ENT-0025-Editors","group","CORP.ENT.SHARE0025.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0025","share-WINSERVER-SSEnt0025","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0025\Division02\Region08\Program26\Project26\Workstream26","C:\ShareSurferEnterpriseLab\Enterprise\Share0025\Division02\Region08\Program26\Project26\Workstream26"
"LAB\SS-ENT-0026-Editors","SS-ENT-0026-Editors","group","CORP.ENT.SHARE0026.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0026","share-WINSERVER-SSEnt0026","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0026\Division03\Region09\Program27\Project27\Workstream27","C:\ShareSurferEnterpriseLab\Enterprise\Share0026\Division03\Region09\Program27\Project27\Workstream27"
"LAB\SS-ENT-0027-Editors","SS-ENT-0027-Editors","group","CORP.ENT.SHARE0027.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0027","share-WINSERVER-SSEnt0027","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0027\Division04\Region10\Program28\Project28\Workstream28","C:\ShareSurferEnterpriseLab\Enterprise\Share0027\Division04\Region10\Program28\Project28\Workstream28"
"LAB\SS-ENT-0028-Editors","SS-ENT-0028-Editors","group","CORP.ENT.SHARE0028.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0028","share-WINSERVER-SSEnt0028","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0028\Division05\Region11\Program29\Project29\Workstream29","C:\ShareSurferEnterpriseLab\Enterprise\Share0028\Division05\Region11\Program29\Project29\Workstream29"
"LAB\SS-ENT-0029-Editors","SS-ENT-0029-Editors","group","CORP.ENT.SHARE0029.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0029","share-WINSERVER-SSEnt0029","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0029\Division06\Region12\Program30\Project30\Workstream30","C:\ShareSurferEnterpriseLab\Enterprise\Share0029\Division06\Region12\Program30\Project30\Workstream30"
"LAB\SS-ENT-0030-Editors","SS-ENT-0030-Editors","group","CORP.ENT.SHARE0030.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0030","share-WINSERVER-SSEnt0030","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0030\Division07\Region13\Program01\Project31\Workstream31","C:\ShareSurferEnterpriseLab\Enterprise\Share0030\Division07\Region13\Program01\Project31\Workstream31"
"LAB\SS-ENT-0031-Editors","SS-ENT-0031-Editors","group","CORP.ENT.SHARE0031.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0031","share-WINSERVER-SSEnt0031","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0031\Division08\Region14\Program02\Project32\Workstream32","C:\ShareSurferEnterpriseLab\Enterprise\Share0031\Division08\Region14\Program02\Project32\Workstream32"
"LAB\SS-ENT-0032-Editors","SS-ENT-0032-Editors","group","CORP.ENT.SHARE0032.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0032","share-WINSERVER-SSEnt0032","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0032\Division09\Region15\Program03\Project33\Workstream33","C:\ShareSurferEnterpriseLab\Enterprise\Share0032\Division09\Region15\Program03\Project33\Workstream33"
"LAB\SS-ENT-0033-Editors","SS-ENT-0033-Editors","group","CORP.ENT.SHARE0033.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0033","share-WINSERVER-SSEnt0033","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0033\Division10\Region16\Program04\Project34\Workstream34","C:\ShareSurferEnterpriseLab\Enterprise\Share0033\Division10\Region16\Program04\Project34\Workstream34"
"LAB\SS-ENT-0034-Editors","SS-ENT-0034-Editors","group","CORP.ENT.SHARE0034.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0034","share-WINSERVER-SSEnt0034","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0034\Division11\Region17\Program05\Project35\Workstream35","C:\ShareSurferEnterpriseLab\Enterprise\Share0034\Division11\Region17\Program05\Project35\Workstream35"
"LAB\SS-ENT-0035-Editors","SS-ENT-0035-Editors","group","CORP.ENT.SHARE0035.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0035","share-WINSERVER-SSEnt0035","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0035\Division12\Region18\Program06\Project36\Workstream36","C:\ShareSurferEnterpriseLab\Enterprise\Share0035\Division12\Region18\Program06\Project36\Workstream36"
"LAB\SS-ENT-0036-Editors","SS-ENT-0036-Editors","group","CORP.ENT.SHARE0036.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0036","share-WINSERVER-SSEnt0036","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0036\Division01\Region01\Program07\Project37\Workstream37","C:\ShareSurferEnterpriseLab\Enterprise\Share0036\Division01\Region01\Program07\Project37\Workstream37"
"LAB\SS-ENT-0037-Editors","SS-ENT-0037-Editors","group","CORP.ENT.SHARE0037.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0037","share-WINSERVER-SSEnt0037","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0037\Division02\Region02\Program08\Project38\Workstream38","C:\ShareSurferEnterpriseLab\Enterprise\Share0037\Division02\Region02\Program08\Project38\Workstream38"
"LAB\SS-ENT-0038-Editors","SS-ENT-0038-Editors","group","CORP.ENT.SHARE0038.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0038","share-WINSERVER-SSEnt0038","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0038\Division03\Region03\Program09\Project39\Workstream39","C:\ShareSurferEnterpriseLab\Enterprise\Share0038\Division03\Region03\Program09\Project39\Workstream39"
"LAB\SS-ENT-0039-Editors","SS-ENT-0039-Editors","group","CORP.ENT.SHARE0039.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0039","share-WINSERVER-SSEnt0039","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0039\Division04\Region04\Program10\Project40\Workstream40","C:\ShareSurferEnterpriseLab\Enterprise\Share0039\Division04\Region04\Program10\Project40\Workstream40"
"LAB\SS-ENT-0040-Editors","SS-ENT-0040-Editors","group","CORP.ENT.SHARE0040.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0040","share-WINSERVER-SSEnt0040","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0040\Division05\Region05\Program11\Project01\Workstream41","C:\ShareSurferEnterpriseLab\Enterprise\Share0040\Division05\Region05\Program11\Project01\Workstream41"
"LAB\SS-ENT-0041-Editors","SS-ENT-0041-Editors","group","CORP.ENT.SHARE0041.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0041","share-WINSERVER-SSEnt0041","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0041\Division06\Region06\Program12\Project02\Workstream42","C:\ShareSurferEnterpriseLab\Enterprise\Share0041\Division06\Region06\Program12\Project02\Workstream42"
"LAB\SS-ENT-0042-Editors","SS-ENT-0042-Editors","group","CORP.ENT.SHARE0042.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0042","share-WINSERVER-SSEnt0042","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0042\Division07\Region07\Program13\Project03\Workstream43","C:\ShareSurferEnterpriseLab\Enterprise\Share0042\Division07\Region07\Program13\Project03\Workstream43"
"LAB\SS-ENT-0043-Editors","SS-ENT-0043-Editors","group","CORP.ENT.SHARE0043.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0043","share-WINSERVER-SSEnt0043","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0043\Division08\Region08\Program14\Project04\Workstream44","C:\ShareSurferEnterpriseLab\Enterprise\Share0043\Division08\Region08\Program14\Project04\Workstream44"
"LAB\SS-ENT-0044-Editors","SS-ENT-0044-Editors","group","CORP.ENT.SHARE0044.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0044","share-WINSERVER-SSEnt0044","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0044\Division09\Region09\Program15\Project05\Workstream45","C:\ShareSurferEnterpriseLab\Enterprise\Share0044\Division09\Region09\Program15\Project05\Workstream45"
"LAB\SS-ENT-0045-Editors","SS-ENT-0045-Editors","group","CORP.ENT.SHARE0045.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0045","share-WINSERVER-SSEnt0045","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0045\Division10\Region10\Program16\Project06\Workstream46","C:\ShareSurferEnterpriseLab\Enterprise\Share0045\Division10\Region10\Program16\Project06\Workstream46"
"LAB\SS-ENT-0046-Editors","SS-ENT-0046-Editors","group","CORP.ENT.SHARE0046.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0046","share-WINSERVER-SSEnt0046","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0046\Division11\Region11\Program17\Project07\Workstream47","C:\ShareSurferEnterpriseLab\Enterprise\Share0046\Division11\Region11\Program17\Project07\Workstream47"
"LAB\SS-ENT-0047-Editors","SS-ENT-0047-Editors","group","CORP.ENT.SHARE0047.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0047","share-WINSERVER-SSEnt0047","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0047\Division12\Region12\Program18\Project08\Workstream48","C:\ShareSurferEnterpriseLab\Enterprise\Share0047\Division12\Region12\Program18\Project08\Workstream48"
"LAB\SS-ENT-0048-Editors","SS-ENT-0048-Editors","group","CORP.ENT.SHARE0048.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0048","share-WINSERVER-SSEnt0048","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0048\Division01\Region13\Program19\Project09\Workstream49","C:\ShareSurferEnterpriseLab\Enterprise\Share0048\Division01\Region13\Program19\Project09\Workstream49"
"LAB\SS-ENT-0049-Editors","SS-ENT-0049-Editors","group","CORP.ENT.SHARE0049.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0049","share-WINSERVER-SSEnt0049","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0049\Division02\Region14\Program20\Project10\Workstream50","C:\ShareSurferEnterpriseLab\Enterprise\Share0049\Division02\Region14\Program20\Project10\Workstream50"
"LAB\SS-ENT-0050-Editors","SS-ENT-0050-Editors","group","CORP.ENT.SHARE0050.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0050","share-WINSERVER-SSEnt0050","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0050\Division03\Region15\Program21\Project11\Workstream01","C:\ShareSurferEnterpriseLab\Enterprise\Share0050\Division03\Region15\Program21\Project11\Workstream01"
"LAB\SS-ENT-0051-Editors","SS-ENT-0051-Editors","group","CORP.ENT.SHARE0051.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0051","share-WINSERVER-SSEnt0051","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0051\Division04\Region16\Program22\Project12\Workstream02","C:\ShareSurferEnterpriseLab\Enterprise\Share0051\Division04\Region16\Program22\Project12\Workstream02"
"LAB\SS-ENT-0052-Editors","SS-ENT-0052-Editors","group","CORP.ENT.SHARE0052.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0052","share-WINSERVER-SSEnt0052","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0052\Division05\Region17\Program23\Project13\Workstream03","C:\ShareSurferEnterpriseLab\Enterprise\Share0052\Division05\Region17\Program23\Project13\Workstream03"
"LAB\SS-ENT-0053-Editors","SS-ENT-0053-Editors","group","CORP.ENT.SHARE0053.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0053","share-WINSERVER-SSEnt0053","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0053\Division06\Region18\Program24\Project14\Workstream04","C:\ShareSurferEnterpriseLab\Enterprise\Share0053\Division06\Region18\Program24\Project14\Workstream04"
"LAB\SS-ENT-0054-Editors","SS-ENT-0054-Editors","group","CORP.ENT.SHARE0054.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0054","share-WINSERVER-SSEnt0054","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0054\Division07\Region01\Program25\Project15\Workstream05","C:\ShareSurferEnterpriseLab\Enterprise\Share0054\Division07\Region01\Program25\Project15\Workstream05"
"LAB\SS-ENT-0055-Editors","SS-ENT-0055-Editors","group","CORP.ENT.SHARE0055.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0055","share-WINSERVER-SSEnt0055","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0055\Division08\Region02\Program26\Project16\Workstream06","C:\ShareSurferEnterpriseLab\Enterprise\Share0055\Division08\Region02\Program26\Project16\Workstream06"
"LAB\SS-ENT-0056-Editors","SS-ENT-0056-Editors","group","CORP.ENT.SHARE0056.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0056","share-WINSERVER-SSEnt0056","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0056\Division09\Region03\Program27\Project17\Workstream07","C:\ShareSurferEnterpriseLab\Enterprise\Share0056\Division09\Region03\Program27\Project17\Workstream07"
"LAB\SS-ENT-0057-Editors","SS-ENT-0057-Editors","group","CORP.ENT.SHARE0057.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0057","share-WINSERVER-SSEnt0057","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0057\Division10\Region04\Program28\Project18\Workstream08","C:\ShareSurferEnterpriseLab\Enterprise\Share0057\Division10\Region04\Program28\Project18\Workstream08"
"LAB\SS-ENT-0058-Editors","SS-ENT-0058-Editors","group","CORP.ENT.SHARE0058.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0058","share-WINSERVER-SSEnt0058","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0058\Division11\Region05\Program29\Project19\Workstream09","C:\ShareSurferEnterpriseLab\Enterprise\Share0058\Division11\Region05\Program29\Project19\Workstream09"
"LAB\SS-ENT-0059-Editors","SS-ENT-0059-Editors","group","CORP.ENT.SHARE0059.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0059","share-WINSERVER-SSEnt0059","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0059\Division12\Region06\Program30\Project20\Workstream10","C:\ShareSurferEnterpriseLab\Enterprise\Share0059\Division12\Region06\Program30\Project20\Workstream10"
"LAB\SS-ENT-0060-Editors","SS-ENT-0060-Editors","group","CORP.ENT.SHARE0060.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0060","share-WINSERVER-SSEnt0060","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0060\Division01\Region07\Program01\Project21\Workstream11","C:\ShareSurferEnterpriseLab\Enterprise\Share0060\Division01\Region07\Program01\Project21\Workstream11"
"LAB\SS-ENT-0061-Editors","SS-ENT-0061-Editors","group","CORP.ENT.SHARE0061.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0061","share-WINSERVER-SSEnt0061","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0061\Division02\Region08\Program02\Project22\Workstream12","C:\ShareSurferEnterpriseLab\Enterprise\Share0061\Division02\Region08\Program02\Project22\Workstream12"
"LAB\SS-ENT-0062-Editors","SS-ENT-0062-Editors","group","CORP.ENT.SHARE0062.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0062","share-WINSERVER-SSEnt0062","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0062\Division03\Region09\Program03\Project23\Workstream13","C:\ShareSurferEnterpriseLab\Enterprise\Share0062\Division03\Region09\Program03\Project23\Workstream13"
"LAB\SS-ENT-0063-Editors","SS-ENT-0063-Editors","group","CORP.ENT.SHARE0063.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0063","share-WINSERVER-SSEnt0063","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0063\Division04\Region10\Program04\Project24\Workstream14","C:\ShareSurferEnterpriseLab\Enterprise\Share0063\Division04\Region10\Program04\Project24\Workstream14"
"LAB\SS-ENT-0064-Editors","SS-ENT-0064-Editors","group","CORP.ENT.SHARE0064.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0064","share-WINSERVER-SSEnt0064","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0064\Division05\Region11\Program05\Project25\Workstream15","C:\ShareSurferEnterpriseLab\Enterprise\Share0064\Division05\Region11\Program05\Project25\Workstream15"
"LAB\SS-ENT-0065-Editors","SS-ENT-0065-Editors","group","CORP.ENT.SHARE0065.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0065","share-WINSERVER-SSEnt0065","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0065\Division06\Region12\Program06\Project26\Workstream16","C:\ShareSurferEnterpriseLab\Enterprise\Share0065\Division06\Region12\Program06\Project26\Workstream16"
"LAB\SS-ENT-0066-Editors","SS-ENT-0066-Editors","group","CORP.ENT.SHARE0066.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0066","share-WINSERVER-SSEnt0066","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0066\Division07\Region13\Program07\Project27\Workstream17","C:\ShareSurferEnterpriseLab\Enterprise\Share0066\Division07\Region13\Program07\Project27\Workstream17"
"LAB\SS-ENT-0067-Editors","SS-ENT-0067-Editors","group","CORP.ENT.SHARE0067.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0067","share-WINSERVER-SSEnt0067","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0067\Division08\Region14\Program08\Project28\Workstream18","C:\ShareSurferEnterpriseLab\Enterprise\Share0067\Division08\Region14\Program08\Project28\Workstream18"
"LAB\SS-ENT-0068-Editors","SS-ENT-0068-Editors","group","CORP.ENT.SHARE0068.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0068","share-WINSERVER-SSEnt0068","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0068\Division09\Region15\Program09\Project29\Workstream19","C:\ShareSurferEnterpriseLab\Enterprise\Share0068\Division09\Region15\Program09\Project29\Workstream19"
"LAB\SS-ENT-0069-Editors","SS-ENT-0069-Editors","group","CORP.ENT.SHARE0069.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0069","share-WINSERVER-SSEnt0069","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0069\Division10\Region16\Program10\Project30\Workstream20","C:\ShareSurferEnterpriseLab\Enterprise\Share0069\Division10\Region16\Program10\Project30\Workstream20"
"LAB\SS-ENT-0070-Editors","SS-ENT-0070-Editors","group","CORP.ENT.SHARE0070.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0070","share-WINSERVER-SSEnt0070","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0070\Division11\Region17\Program11\Project31\Workstream21","C:\ShareSurferEnterpriseLab\Enterprise\Share0070\Division11\Region17\Program11\Project31\Workstream21"
"LAB\SS-ENT-0071-Editors","SS-ENT-0071-Editors","group","CORP.ENT.SHARE0071.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0071","share-WINSERVER-SSEnt0071","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0071\Division12\Region18\Program12\Project32\Workstream22","C:\ShareSurferEnterpriseLab\Enterprise\Share0071\Division12\Region18\Program12\Project32\Workstream22"
"LAB\SS-ENT-0072-Editors","SS-ENT-0072-Editors","group","CORP.ENT.SHARE0072.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0072","share-WINSERVER-SSEnt0072","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0072\Division01\Region01\Program13\Project33\Workstream23","C:\ShareSurferEnterpriseLab\Enterprise\Share0072\Division01\Region01\Program13\Project33\Workstream23"
"LAB\SS-ENT-0073-Editors","SS-ENT-0073-Editors","group","CORP.ENT.SHARE0073.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0073","share-WINSERVER-SSEnt0073","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0073\Division02\Region02\Program14\Project34\Workstream24","C:\ShareSurferEnterpriseLab\Enterprise\Share0073\Division02\Region02\Program14\Project34\Workstream24"
"LAB\SS-ENT-0074-Editors","SS-ENT-0074-Editors","group","CORP.ENT.SHARE0074.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0074","share-WINSERVER-SSEnt0074","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0074\Division03\Region03\Program15\Project35\Workstream25","C:\ShareSurferEnterpriseLab\Enterprise\Share0074\Division03\Region03\Program15\Project35\Workstream25"
"LAB\SS-ENT-0075-Editors","SS-ENT-0075-Editors","group","CORP.ENT.SHARE0075.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0075","share-WINSERVER-SSEnt0075","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0075\Division04\Region04\Program16\Project36\Workstream26","C:\ShareSurferEnterpriseLab\Enterprise\Share0075\Division04\Region04\Program16\Project36\Workstream26"
"LAB\SS-ENT-0076-Editors","SS-ENT-0076-Editors","group","CORP.ENT.SHARE0076.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0076","share-WINSERVER-SSEnt0076","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0076\Division05\Region05\Program17\Project37\Workstream27","C:\ShareSurferEnterpriseLab\Enterprise\Share0076\Division05\Region05\Program17\Project37\Workstream27"
"LAB\SS-ENT-0077-Editors","SS-ENT-0077-Editors","group","CORP.ENT.SHARE0077.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0077","share-WINSERVER-SSEnt0077","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0077\Division06\Region06\Program18\Project38\Workstream28","C:\ShareSurferEnterpriseLab\Enterprise\Share0077\Division06\Region06\Program18\Project38\Workstream28"
"LAB\SS-ENT-0078-Editors","SS-ENT-0078-Editors","group","CORP.ENT.SHARE0078.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0078","share-WINSERVER-SSEnt0078","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0078\Division07\Region07\Program19\Project39\Workstream29","C:\ShareSurferEnterpriseLab\Enterprise\Share0078\Division07\Region07\Program19\Project39\Workstream29"
"LAB\SS-ENT-0079-Editors","SS-ENT-0079-Editors","group","CORP.ENT.SHARE0079.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0079","share-WINSERVER-SSEnt0079","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0079\Division08\Region08\Program20\Project40\Workstream30","C:\ShareSurferEnterpriseLab\Enterprise\Share0079\Division08\Region08\Program20\Project40\Workstream30"
"LAB\SS-ENT-0080-Editors","SS-ENT-0080-Editors","group","CORP.ENT.SHARE0080.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0080","share-WINSERVER-SSEnt0080","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0080\Division09\Region09\Program21\Project01\Workstream31","C:\ShareSurferEnterpriseLab\Enterprise\Share0080\Division09\Region09\Program21\Project01\Workstream31"
"LAB\SS-ENT-0081-Editors","SS-ENT-0081-Editors","group","CORP.ENT.SHARE0081.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0081","share-WINSERVER-SSEnt0081","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0081\Division10\Region10\Program22\Project02\Workstream32","C:\ShareSurferEnterpriseLab\Enterprise\Share0081\Division10\Region10\Program22\Project02\Workstream32"
"LAB\SS-ENT-0082-Editors","SS-ENT-0082-Editors","group","CORP.ENT.SHARE0082.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0082","share-WINSERVER-SSEnt0082","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0082\Division11\Region11\Program23\Project03\Workstream33","C:\ShareSurferEnterpriseLab\Enterprise\Share0082\Division11\Region11\Program23\Project03\Workstream33"
"LAB\SS-ENT-0083-Editors","SS-ENT-0083-Editors","group","CORP.ENT.SHARE0083.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0083","share-WINSERVER-SSEnt0083","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0083\Division12\Region12\Program24\Project04\Workstream34","C:\ShareSurferEnterpriseLab\Enterprise\Share0083\Division12\Region12\Program24\Project04\Workstream34"
"LAB\SS-ENT-0084-Editors","SS-ENT-0084-Editors","group","CORP.ENT.SHARE0084.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0084","share-WINSERVER-SSEnt0084","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0084\Division01\Region13\Program25\Project05\Workstream35","C:\ShareSurferEnterpriseLab\Enterprise\Share0084\Division01\Region13\Program25\Project05\Workstream35"
