"FindingId","FindingType","Severity","ShareId","ItemId","FullPath","Identity","ObservedValue","PolicyValue","Message"
"3613e4eafe0e44af8b0db12672c32b2d","DeepExplicitAce","High","share-WINSERVER-SSEnt0067","908c47b310d14944892d3ac1ea2f91da","C:\ShareSurferEnterpriseLab\Enterprise\Share0067\Division08\Region14\Program08\Project28\Workstream18","LAB\SS-ENT-0067-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"5806b5d1cd00413eab1e5b33592c5189","DeepExplicitAce","High","share-WINSERVER-SSEnt0068","3c5676c0c3c5431e89ab9df1cc6d8974","C:\ShareSurferEnterpriseLab\Enterprise\Share0068\Division09\Region15\Program09\Project29\Workstream19","LAB\SS-ENT-0068-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"35f7272a7bcf4d9eae76fd0620734cc8","DeepExplicitAce","High","share-WINSERVER-SSEnt0069","a45c39a1254e450e8370fd9a7870ad5b","C:\ShareSurferEnterpriseLab\Enterprise\Share0069\Division10\Region16\Program10\Project30\Workstream20","LAB\SS-ENT-0069-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"0c3d7bf8834b4388b7fdfa10e6c41741","DeepExplicitAce","High","share-WINSERVER-SSEnt0070","53bca3b79f6b48a7aba7c3682d9eed12","C:\ShareSurferEnterpriseLab\Enterprise\Share0070\Division11\Region17\Program11\Project31\Workstream21","LAB\SS-ENT-0070-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"2890018a839941a7805f4bd6423a1bc6","DeepExplicitAce","High","share-WINSERVER-SSEnt0071","6ca5f2fb100b4857a5de1b4e52aa9884","C:\ShareSurferEnterpriseLab\Enterprise\Share0071\Division12\Region18\Program12\Project32\Workstream22","LAB\SS-ENT-0071-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"3957d7dc75164c49b767324b4af665d4","DeepExplicitAce","High","share-WINSERVER-SSEnt0072","7b6c0b240b1743598648d0796db9df33","C:\ShareSurferEnterpriseLab\Enterprise\Share0072\Division01\Region01\Program13\Project33\Workstream23","LAB\SS-ENT-0072-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"1c791d981bf54f2c98795fea045d2ed2","DeepExplicitAce","High","share-WINSERVER-SSEnt0073","0127a81350b943f29608a633ff1543ed","C:\ShareSurferEnterpriseLab\Enterprise\Share0073\Division02\Region02\Program14\Project34\Workstream24","LAB\SS-ENT-0073-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"5eab179c15804ed987d6f271ab5fd47a","DeepExplicitAce","High","share-WINSERVER-SSEnt0074","81f8368dd4144459acfd3243038e6d7d","C:\ShareSurferEnterpriseLab\Enterprise\Share0074\Division03\Region03\Program15\Project35\Workstream25","LAB\SS-ENT-0074-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"c7ede71af4f04b2aa3ba68815211ed65","DeepExplicitAce","High","share-WINSERVER-SSEnt0075","0882c84d01fc4f74a1fdc868da964f83","C:\ShareSurferEnterpriseLab\Enterprise\Share0075\Division04\Region04\Program16\Project36\Workstream26","LAB\SS-ENT-0075-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"74cd677d796240ba8a849fcf7f952a40","DeepExplicitAce","High","share-WINSERVER-SSEnt0076","d4c67158b03543108c6a8876fcad6457","C:\ShareSurferEnterpriseLab\Enterprise\Share0076\Division05\Region05\Program17\Project37\Workstream27","LAB\SS-ENT-0076-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"297288ad0c1248108db177776a6ff3db","DeepExplicitAce","High","share-WINSERVER-SSEnt0077","453eae9b7e904b1580a50c5ae90b7fcf","C:\ShareSurferEnterpriseLab\Enterprise\Share0077\Division06\Region06\Program18\Project38\Workstream28","LAB\SS-ENT-0077-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"666dd1d2cc3e4275af757102dde97bcd","DeepExplicitAce","High","share-WINSERVER-SSEnt0078","9d4b10f465ee42a6a7342d818d7642aa","C:\ShareSurferEnterpriseLab\Enterprise\Share0078\Division07\Region07\Program19\Project39\Workstream29","LAB\SS-ENT-0078-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"23fb1a64ff6944a6bef154abe1bdf71a","DeepExplicitAce","High","share-WINSERVER-SSEnt0079","8021a4f43d6f4bea85d0345c70ca29a1","C:\ShareSurferEnterpriseLab\Enterprise\Share0079\Division08\Region08\Program20\Project40\Workstream30","LAB\SS-ENT-0079-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"9960a1c7a6d7461baf540bcda0b41ad6","DeepExplicitAce","High","share-WINSERVER-SSEnt0080","7cf8309c9a6a49e696835ca3de607394","C:\ShareSurferEnterpriseLab\Enterprise\Share0080\Division09\Region09\Program21\Project01\Workstream31","LAB\SS-ENT-0080-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"fc1ff7d1288a4e469356cfce8aa80918","DeepExplicitAce","High","share-WINSERVER-SSEnt0081","7a5e5ca3efdb4d8eaea63bfb0f897369","C:\ShareSurferEnterpriseLab\Enterprise\Share0081\Division10\Region10\Program22\Project02\Workstream32","LAB\SS-ENT-0081-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"4cb6851b464947fea512ee3a755ad03b","DeepExplicitAce","High","share-WINSERVER-SSEnt0082","02aa4c897df548f1bdec564d43b51080","C:\ShareSurferEnterpriseLab\Enterprise\Share0082\Division11\Region11\Program23\Project03\Workstream33","LAB\SS-ENT-0082-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"128547bce0e44fdca6ee9b65bd5adbd0","DeepExplicitAce","High","share-WINSERVER-SSEnt0083","2dc93dd064744f9fa1cf40dcb070c349","C:\ShareSurferEnterpriseLab\Enterprise\Share0083\Division12\Region12\Program24\Project04\Workstream34","LAB\SS-ENT-0083-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"f69e4d1a17fe4fab9a6f441010fae63d","DeepExplicitAce","High","share-WINSERVER-SSEnt0084","b2e4cf789f1a48e087ef47488afef30b","C:\ShareSurferEnterpriseLab\Enterprise\Share0084\Division01\Region13\Program25\Project05\Workstream35","LAB\SS-ENT-0084-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"56e091a29f1449cd8a0a2364501cc863","DeepExplicitAce","High","share-WINSERVER-SSEnt0085","10b27cd7576e4163b1e2b5a70cc26b28","C:\ShareSurferEnterpriseLab\Enterprise\Share0085\Division02\Region14\Program26\Project06\Workstream36","LAB\SS-ENT-0085-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"74de06a12bc94da9a6a2a41cbcc459cd","DeepExplicitAce","High","share-WINSERVER-SSEnt0086","c62622b96b624c1ea7f15c869008a9f1","C:\ShareSurferEnterpriseLab\Enterprise\Share0086\Division03\Region15\Program27\Project07\Workstream37","LAB\SS-ENT-0086-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"efbc6bcf601a4fac815ae671caeff40b","DeepExplicitAce","High","share-WINSERVER-SSEnt0087","41050aab5ec746dda128665bf71e8422","C:\ShareSurferEnterpriseLab\Enterprise\Share0087\Division04\Region16\Program28\Project08\Workstream38","LAB\SS-ENT-0087-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"44aa902525b045faa5700023944e8316","DeepExplicitAce","High","share-WINSERVER-SSEnt0088","93d4f9e494354032ab4227511e1db8f0","C:\ShareSurferEnterpriseLab\Enterprise\Share0088\Division05\Region17\Program29\Project09\Workstream39","LAB\SS-ENT-0088-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"d0880b838af64e1bafd23fa404947845","DeepExplicitAce","High","share-WINSERVER-SSEnt0089","d886654d2f03445695f0dee418d64a82","C:\ShareSurferEnterpriseLab\Enterprise\Share0089\Division06\Region18\Program30\Project10\Workstream40","LAB\SS-ENT-0089-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"c8eba7695cf24be08707fa72e9249a89","DeepExplicitAce","High","share-WINSERVER-SSEnt0090","54e9c070ccea4506ab47e3561c905df9","C:\ShareSurferEnterpriseLab\Enterprise\Share0090\Division07\Region01\Program01\Project11\Workstream41","LAB\SS-ENT-0090-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"8c7b990e109a43338b2d24769d2eb3d9","DeepExplicitAce","High","share-WINSERVER-SSEnt0091","62cd89e20865452f999183bdd3a7bd03","C:\ShareSurferEnterpriseLab\Enterprise\Share0091\Division08\Region02\Program02\Project12\Workstream42","LAB\SS-ENT-0091-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"cb24712ab468435fa734fc1ac6c74e08","DeepExplicitAce","High","share-WINSERVER-SSEnt0092","51209738f61c4427bef730ffce9330da","C:\ShareSurferEnterpriseLab\Enterprise\Share0092\Division09\Region03\Program03\Project13\Workstream43","LAB\SS-ENT-0092-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"4b95eeaa95ef4123b6edafcb7dd62182","DeepExplicitAce","High","share-WINSERVER-SSEnt0093","c172605c17bc47ab811f9f0a1d182661","C:\ShareSurferEnterpriseLab\Enterprise\Share0093\Division10\Region04\Program04\Project14\Workstream44","LAB\SS-ENT-0093-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"5326bacd0b9f404ebefb139b8426fdea","DeepExplicitAce","High","share-WINSERVER-SSEnt0094","af7e76bc15d44de4a2605392e3d67cc0","C:\ShareSurferEnterpriseLab\Enterprise\Share0094\Division11\Region05\Program05\Project15\Workstream45","LAB\SS-ENT-0094-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"6af7526e5cdd421b9869d4acf1b579b1","DeepExplicitAce","High","share-WINSERVER-SSEnt0095","7aafb2c5f53248d1a26f697e41ab70f4","C:\ShareSurferEnterpriseLab\Enterprise\Share0095\Division12\Region06\Program06\Project16\Workstream46","LAB\SS-ENT-0095-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"7e920c11df6f49b58bd3c78a47a5e5db","DeepExplicitAce","High","share-WINSERVER-SSEnt0096","7f874e8a1cf949639fb0e95e0aed9bba","C:\ShareSurferEnterpriseLab\Enterprise\Share0096\Division01\Region07\Program07\Project17\Workstream47","LAB\SS-ENT-0096-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"f56b677025d4402da24c02b6509cae0f","DeepExplicitAce","High","share-WINSERVER-SSEnt0097","faa60861145a4373a90f7848d8f8c739","C:\ShareSurferEnterpriseLab\Enterprise\Share0097\Division02\Region08\Program08\Project18\Workstream48","LAB\SS-ENT-0097-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"081b2e67907249f5a999e285d3b3e6f1","DeepExplicitAce","High","share-WINSERVER-SSEnt0098","cdf5fa00208948739bdd7e2fabcfe889","C:\ShareSurferEnterpriseLab\Enterprise\Share0098\Division03\Region09\Program09\Project19\Workstream49","LAB\SS-ENT-0098-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"c99ffa02d7c34208a71c8a301bec24cd","DeepExplicitAce","High","share-WINSERVER-SSEnt0099","9891219a87c14fb692e3876190c22f62","C:\ShareSurferEnterpriseLab\Enterprise\Share0099\Division04\Region10\Program10\Project20\Workstream50","LAB\SS-ENT-0099-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"051e52cef4b04f81989e603fbd071ac0","DeepExplicitAce","High","share-WINSERVER-SSEnt0100","09d9b6eb765a43bfa61cdb90695a3d0b","C:\ShareSurferEnterpriseLab\Enterprise\Share0100\Division05\Region11\Program11\Project21\Workstream01","LAB\SS-ENT-0100-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"78e7ad7190444d75be23b7a609279f61","DeepExplicitAce","High","share-WINSERVER-SSEnt0101","ae109c91f8644f6f90f017de8256a5c9","C:\ShareSurferEnterpriseLab\Enterprise\Share0101\Division06\Region12\Program12\Project22\Workstream02","LAB\SS-ENT-0101-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"11302f588c6f4a5a96e76fec15d43e24","DeepExplicitAce","High","share-WINSERVER-SSEnt0102","6e883afb459b4a5a9864e15a1a7f1bae","C:\ShareSurferEnterpriseLab\Enterprise\Share0102\Division07\Region13\Program13\Project23\Workstream03","LAB\SS-ENT-0102-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"2c71b88f4c1c426b88c44b928ad2b5a7","DeepExplicitAce","High","share-WINSERVER-SSEnt0103","d62a8826a5d8425db45d8de7e5778808","C:\ShareSurferEnterpriseLab\Enterprise\Share0103\Division08\Region14\Program14\Project24\Workstream04","LAB\SS-ENT-0103-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"a081d0b48316480fa22e1c880889f448","DeepExplicitAce","High","share-WINSERVER-SSEnt0104","5ea35c6d21a3415a82d6e308c4d9c158","C:\ShareSurferEnterpriseLab\Enterprise\Share0104\Division09\Region15\Program15\Project25\Workstream05","LAB\SS-ENT-0104-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"39e8a54b0f2a417387de00508e185af2","DeepExplicitAce","High","share-WINSERVER-SSEnt0105","f6885d32895940279538e3da39a1411f","C:\ShareSurferEnterpriseLab\Enterprise\Share0105\Division10\Region16\Program16\Project26\Workstream06","LAB\SS-ENT-0105-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"0e1942fc5aa0410eb20b14c3d4a9ba5f","DeepExplicitAce","High","share-WINSERVER-SSEnt0106","7a38d28ee41a4e75af0f9344130f80c2","C:\ShareSurferEnterpriseLab\Enterprise\Share0106\Division11\Region17\Program17\Project27\Workstream07","LAB\SS-ENT-0106-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"7213e520cf6c44159ef3eeba4c0c6821","DeepExplicitAce","High","share-WINSERVER-SSEnt0107","bc6a11acc65f423eb31463d38a92b631","C:\ShareSurferEnterpriseLab\Enterprise\Share0107\Division12\Region18\Program18\Project28\Workstream08","LAB\SS-ENT-0107-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"7e04164ec88f427c80b9411e9fcf6c9b","DeepExplicitAce","High","share-WINSERVER-SSEnt0108","ca4ea931897e48edba7ead7537774a7d","C:\ShareSurferEnterpriseLab\Enterprise\Share0108\Division01\Region01\Program19\Project29\Workstream09","LAB\SS-ENT-0108-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"1375bb803e5840479da6b3c08c5e9e2c","DeepExplicitAce","High","share-WINSERVER-SSEnt0109","be6934ae56e94a2da0c88e5faa04379b","C:\ShareSurferEnterpriseLab\Enterprise\Share0109\Division02\Region02\Program20\Project30\Workstream10","LAB\SS-ENT-0109-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"c6c64f81b46c42dc9168c5ab5add7378","DeepExplicitAce","High","share-WINSERVER-SSEnt0110","88020dbbb7924a47933e106d0af77253","C:\ShareSurferEnterpriseLab\Enterprise\Share0110\Division03\Region03\Program21\Project31\Workstream11","LAB\SS-ENT-0110-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"42dac6296a5e4bb3bf70600da452834a","DeepExplicitAce","High","share-WINSERVER-SSEnt0111","e5b18f98191941a7baa92e1ff877ab62","C:\ShareSurferEnterpriseLab\Enterprise\Share0111\Division04\Region04\Program22\Project32\Workstream12","LAB\SS-ENT-0111-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"78841624389d426cbb445552c8964ae9","DeepExplicitAce","High","share-WINSERVER-SSEnt0112","c8bf175a92ef4f509c870d8102643b78","C:\ShareSurferEnterpriseLab\Enterprise\Share0112\Division05\Region05\Program23\Project33\Workstream13","LAB\SS-ENT-0112-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"3741c697d90d404cb88ab94485c64a96","DeepExplicitAce","High","share-WINSERVER-SSEnt0113","e6527173db6e4c4a9c34384177cd0ab5","C:\ShareSurferEnterpriseLab\Enterprise\Share0113\Division06\Region06\Program24\Project34\Workstream14","LAB\SS-ENT-0113-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"aa281c1f52ce411e8269622184a6ff60","DeepExplicitAce","High","share-WINSERVER-SSEnt0114","c2e94ba3ae804442988db4d048363e29","C:\ShareSurferEnterpriseLab\Enterprise\Share0114\Division07\Region07\Program25\Project35\Workstream15","LAB\SS-ENT-0114-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"9f130c44e8e14c1691e25aee50f8bff4","DeepExplicitAce","High","share-WINSERVER-SSEnt0115","c743f44442174b6daa5b4ad1867c19ed","C:\ShareSurferEnterpriseLab\Enterprise\Share0115\Division08\Region08\Program26\Project36\Workstream16","LAB\SS-ENT-0115-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"fcc22e797aca476d9ccb8b007b092b29","DeepExplicitAce","High","share-WINSERVER-SSEnt0116","034b16e753684b778225c15530d3d1d4","C:\ShareSurferEnterpriseLab\Enterprise\Share0116\Division09\Region09\Program27\Project37\Workstream17","LAB\SS-ENT-0116-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"99bfe3387a214b668aef0bbcc3092df7","DeepExplicitAce","High","share-WINSERVER-SSEnt0117","0937eb73edce44e0ab5cd94463eb2cdf","C:\ShareSurferEnterpriseLab\Enterprise\Share0117\Division10\Region10\Program28\Project38\Workstream18","LAB\SS-ENT-0117-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"1c00c6d743c94ddb90dbc328edf15a8b","DeepExplicitAce","High","share-WINSERVER-SSEnt0118","aeced8837d9a438b8871c2de88372c5f","C:\ShareSurferEnterpriseLab\Enterprise\Share0118\Division11\Region11\Program29\Project39\Workstream19","LAB\SS-ENT-0118-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"5553346f379b435a8a7994afb636c4bb","DeepExplicitAce","High","share-WINSERVER-SSEnt0119","9f099b6e5a2945868c4104ac99dec225","C:\ShareSurferEnterpriseLab\Enterprise\Share0119\Division12\Region12\Program30\Project40\Workstream20","LAB\SS-ENT-0119-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"1b190a6ab1754350914143948e1312f2","DeepExplicitAce","High","share-WINSERVER-SSEnt0120","f04e9e6d22eb42d6ad1b8a20962b1b89","C:\ShareSurferEnterpriseLab\Enterprise\Share0120\Division01\Region13\Program01\Project01\Workstream21","LAB\SS-ENT-0120-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"357412719a5e412d81cc24ca733a6d4d","DeepExplicitAce","High","share-WINSERVER-SSEnt0121","d7a51a6927df40219b6b94aac6295945","C:\ShareSurferEnterpriseLab\Enterprise\Share0121\Division02\Region14\Program02\Project02\Workstream22","LAB\SS-ENT-0121-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"dec5c853aa5a4d68b465378e812e0d17","DeepExplicitAce","High","share-WINSERVER-SSEnt0122","1664549d300844a5916969e322f691d5","C:\ShareSurferEnterpriseLab\Enterprise\Share0122\Division03\Region15\Program03\Project03\Workstream23","LAB\SS-ENT-0122-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"6bf607a0075f4160842f58f33678b419","DeepExplicitAce","High","share-WINSERVER-SSEnt0123","4d446e09c1f94d5d97b05ca15e057e95","C:\ShareSurferEnterpriseLab\Enterprise\Share0123\Division04\Region16\Program04\Project04\Workstream24","LAB\SS-ENT-0123-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"3c835f63aa6540a38b788850d599d951","DeepExplicitAce","High","share-WINSERVER-SSEnt0124","4da9af2b1a7d4acd81b242a3fde1f201","C:\ShareSurferEnterpriseLab\Enterprise\Share0124\Division05\Region17\Program05\Project05\Workstream25","LAB\SS-ENT-0124-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"a5d3d203e82d493397b1cad42eae21ce","DeepExplicitAce","High","share-WINSERVER-SSEnt0125","ff08c393a27d4e62941c281c87953029","C:\ShareSurferEnterpriseLab\Enterprise\Share0125\Division06\Region18\Program06\Project06\Workstream26","LAB\SS-ENT-0125-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"11c5fcac164d4694a21dea8e73997674","DeepExplicitAce","High","share-WINSERVER-SSEnt0126","2112fffc254b489b89ec6a8df24fc8dc","C:\ShareSurferEnterpriseLab\Enterprise\Share0126\Division07\Region01\Program07\Project07\Workstream27","LAB\SS-ENT-0126-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"9286c5abb6dc4ce791662b53d9c98d88","DeepExplicitAce","High","share-WINSERVER-SSEnt0127","86ca7c9f01eb4d3caa0f0ccf23c11fed","C:\ShareSurferEnterpriseLab\Enterprise\Share0127\Division08\Region02\Program08\Project08\Workstream28","LAB\SS-ENT-0127-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"db609911696546c8a33892b1c3b93156","DeepExplicitAce","High","share-WINSERVER-SSEnt0128","e044c7738de94f6bad297d18daa409ad","C:\ShareSurferEnterpriseLab\Enterprise\Share0128\Division09\Region03\Program09\Project09\Workstream29","LAB\SS-ENT-0128-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"b0da3759031d4cca8bbd426e1e52a547","DeepExplicitAce","High","share-WINSERVER-SSEnt0129","04f9f4f6daf74a318ae3c738217e7bf4","C:\ShareSurferEnterpriseLab\Enterprise\Share0129\Division10\Region04\Program10\Project10\Workstream30","LAB\SS-ENT-0129-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"93bb167dc7bf48dc83a618a88d344bae","DeepExplicitAce","High","share-WINSERVER-SSEnt0130","fc71871e4ba94e48a8d6ec84f8ae1c66","C:\ShareSurferEnterpriseLab\Enterprise\Share0130\Division11\Region05\Program11\Project11\Workstream31","LAB\SS-ENT-0130-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"2669a3489ecf4018b9967146cd04a8fe","DeepExplicitAce","High","share-WINSERVER-SSEnt0131","293c65cdd8f84a37b27c46c51b119614","C:\ShareSurferEnterpriseLab\Enterprise\Share0131\Division12\Region06\Program12\Project12\Workstream32","LAB\SS-ENT-0131-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"8119f8937cfd4d32af402670cda5d07c","DeepExplicitAce","High","share-WINSERVER-SSEnt0132","731ffe54ade84712bc6ef4bb63203e9d","C:\ShareSurferEnterpriseLab\Enterprise\Share0132\Division01\Region07\Program13\Project13\Workstream33","LAB\SS-ENT-0132-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"1a13884a00e240a9bde220876f24d0f7","DeepExplicitAce","High","share-WINSERVER-SSEnt0133","6e27efccc84a4243bd9a4a76fc60fe59","C:\ShareSurferEnterpriseLab\Enterprise\Share0133\Division02\Region08\Program14\Project14\Workstream34","LAB\SS-ENT-0133-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"c5d88e2108ce492b8db35b2ce46dc33d","DeepExplicitAce","High","share-WINSERVER-SSEnt0134","539c392edc7f465fb93b8f40b66e9886","C:\ShareSurferEnterpriseLab\Enterprise\Share0134\Division03\Region09\Program15\Project15\Workstream35","LAB\SS-ENT-0134-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"4ed8bc6b309843a78e09cc1f624622d9","DeepExplicitAce","High","share-WINSERVER-SSEnt0135","a6e62af1d0ea4055992326dcce9836ae","C:\ShareSurferEnterpriseLab\Enterprise\Share0135\Division04\Region10\Program16\Project16\Workstream36","LAB\SS-ENT-0135-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"b358cd94e3044771bc4ac127aca76f15","DeepExplicitAce","High","share-WINSERVER-SSEnt0136","15ccbaec985a428fa1a8d1babf662428","C:\ShareSurferEnterpriseLab\Enterprise\Share0136\Division05\Region11\Program17\Project17\Workstream37","LAB\SS-ENT-0136-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"c54173cdd15f4eacbd64ed728c935bdf","DeepExplicitAce","High","share-WINSERVER-SSEnt0137","364a04adf5ce4e3aaa7883e761b82537","C:\ShareSurferEnterpriseLab\Enterprise\Share0137\Division06\Region12\Program18\Project18\Workstream38","LAB\SS-ENT-0137-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"2504073d8cb24ab5aa6c6590aca639df","DeepExplicitAce","High","share-WINSERVER-SSEnt0138","0879d346d13646c783dad265773d40e7","C:\ShareSurferEnterpriseLab\Enterprise\Share0138\Division07\Region13\Program19\Project19\Workstream39","LAB\SS-ENT-0138-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"1821087fb37a47fa972bdcc6404d54cb","DeepExplicitAce","High","share-WINSERVER-SSEnt0139","fd48b734896e467ab880f2d75ee14a98","C:\ShareSurferEnterpriseLab\Enterprise\Share0139\Division08\Region14\Program20\Project20\Workstream40","LAB\SS-ENT-0139-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"f7246eac712543bb908aff6b9bc56140","DeepExplicitAce","High","share-WINSERVER-SSEnt0140","0745489aec434320a6c44d4a91f7be3d","C:\ShareSurferEnterpriseLab\Enterprise\Share0140\Division09\Region15\Program21\Project21\Workstream41","LAB\SS-ENT-0140-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"3d722ce069584cbc9ad257fefdb5e117","DeepExplicitAce","High","share-WINSERVER-SSEnt0141","91b6c42ec48541128cd098a949eb4829","C:\ShareSurferEnterpriseLab\Enterprise\Share0141\Division10\Region16\Program22\Project22\Workstream42","LAB\SS-ENT-0141-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"fd39224022dc4ba5ae53a41e062c6e27","DeepExplicitAce","High","share-WINSERVER-SSEnt0142","fc441b19eef9436ab94dd016c75a6f2a","C:\ShareSurferEnterpriseLab\Enterprise\Share0142\Division11\Region17\Program23\Project23\Workstream43","LAB\SS-ENT-0142-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"5403c6c554694acfa7637e95a4094d18","DeepExplicitAce","High","share-WINSERVER-SSEnt0143","0fc4a8e71c7f436f8075bb62b04a0220","C:\ShareSurferEnterpriseLab\Enterprise\Share0143\Division12\Region18\Program24\Project24\Workstream44","LAB\SS-ENT-0143-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
"002219cd7f5048e5ad0afb5113044cf4","DeepExplicitAce","High","share-WINSERVER-SSEnt0144","f88868d8f1fa4814a5fadb227a690f14","C:\ShareSurferEnterpriseLab\Enterprise\Share0144\Division01\Region01\Program25\Project25\Workstream45","LAB\SS-ENT-0144-Editors","5","2","Explicit permissions were introduced deeper than the configured Azure Files migration review threshold."
