"RelatedAreaId","RelatedDataArea","BusinessUnit","Owner","Pattern","Source","RiskLevel","MigrationReadiness","MatchingShares","MatchingItems","Directories","Files","FindingCount","ConflictCount","ReviewItemCount","PartialShareCount","DirectIdentityCount","DirectGroupCount","ExpandedMemberCount","RelatedBecause","SuggestedNextAction"
"related-area-0166","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0001*","LabPlan","High","Blocked by scan gaps","1","25","16","9","5","137","142","1","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk; partial collection gap","Review collection errors and rerun the scan before final migration planning."
"related-area-0249","Finance / Finance Data Owners","Finance","Finance Data Owners","C:\ShareSurferEnterpriseLab\Finance*","LabPlan","High","Blocked by scan gaps","1","20","10","10","7","96","103","1","6","4","10","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk; partial collection gap","Review collection errors and rerun the scan before final migration planning."
"related-area-0242","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0079*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0245","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0080*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0248","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0081*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0247","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0082*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0246","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0083*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0241","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0084*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0236","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0085*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0235","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0086*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0234","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0087*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0237","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0088*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0240","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0089*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0239","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0090*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0238","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0091*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0218","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0092*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0198","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0093*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0197","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0094*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0196","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0095*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0199","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0096*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0202","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0097*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0201","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0098*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0200","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0099*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0195","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0100*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0190","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0101*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0189","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0102*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0188","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0103*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0191","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0104*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0194","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0105*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0193","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0106*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0192","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0107*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0213","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0108*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0212","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0109*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0211","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0110*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0214","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0111*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0217","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0112*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0216","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0113*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0215","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0114*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0210","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0115*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0205","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0116*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0204","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0117*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0203","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0118*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0206","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0119*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0209","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0120*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0208","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0121*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0207","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0247*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0043","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0123*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0042","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0124*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0041","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0125*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0044","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0126*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0047","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0127*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0046","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0128*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0045","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0129*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0040","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0130*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0035","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0131*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0034","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0132*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0033","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0133*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0036","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0134*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0039","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0135*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0038","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0136*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0037","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0137*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0048","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0138*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0059","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0139*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0058","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0140*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0057","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0141*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0060","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0142*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0063","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0143*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0062","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0144*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0061","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0145*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0056","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0146*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0051","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0147*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0050","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0148*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0049","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0149*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0052","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0150*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0055","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0151*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0054","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0152*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0053","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0153*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0012","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0154*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0011","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0155*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0010","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0156*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0013","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0157*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0016","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0158*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0015","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0159*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
