"ShareId","Source","ComputerName","ShareName","UNCPath","LocalPath","Description","PartialData","PartialReason"
"share-WINSERVER-SSEnt0127","Get-SmbShare","WINSERVER","SSEnt0127","\\WINSERVER\SSEnt0127","C:\ShareSurferEnterpriseLab\Enterprise\Share0127","Enterprise-scale complex share 0127","False",""
"share-WINSERVER-SSEnt0128","Get-SmbShare","WINSERVER","SSEnt0128","\\WINSERVER\SSEnt0128","C:\ShareSurferEnterpriseLab\Enterprise\Share0128","Enterprise-scale complex share 0128","False",""
"share-WINSERVER-SSEnt0129","Get-SmbShare","WINSERVER","SSEnt0129","\\WINSERVER\SSEnt0129","C:\ShareSurferEnterpriseLab\Enterprise\Share0129","Enterprise-scale complex share 0129","False",""
"share-WINSERVER-SSEnt0130","Get-SmbShare","WINSERVER","SSEnt0130","\\WINSERVER\SSEnt0130","C:\ShareSurferEnterpriseLab\Enterprise\Share0130","Enterprise-scale complex share 0130","False",""
"share-WINSERVER-SSEnt0131","Get-SmbShare","WINSERVER","SSEnt0131","\\WINSERVER\SSEnt0131","C:\ShareSurferEnterpriseLab\Enterprise\Share0131","Enterprise-scale complex share 0131","False",""
"share-WINSERVER-SSEnt0132","Get-SmbShare","WINSERVER","SSEnt0132","\\WINSERVER\SSEnt0132","C:\ShareSurferEnterpriseLab\Enterprise\Share0132","Enterprise-scale complex share 0132","False",""
"share-WINSERVER-SSEnt0133","Get-SmbShare","WINSERVER","SSEnt0133","\\WINSERVER\SSEnt0133","C:\ShareSurferEnterpriseLab\Enterprise\Share0133","Enterprise-scale complex share 0133","False",""
"share-WINSERVER-SSEnt0134","Get-SmbShare","WINSERVER","SSEnt0134","\\WINSERVER\SSEnt0134","C:\ShareSurferEnterpriseLab\Enterprise\Share0134","Enterprise-scale complex share 0134","False",""
"share-WINSERVER-SSEnt0135","Get-SmbShare","WINSERVER","SSEnt0135","\\WINSERVER\SSEnt0135","C:\ShareSurferEnterpriseLab\Enterprise\Share0135","Enterprise-scale complex share 0135","False",""
"share-WINSERVER-SSEnt0136","Get-SmbShare","WINSERVER","SSEnt0136","\\WINSERVER\SSEnt0136","C:\ShareSurferEnterpriseLab\Enterprise\Share0136","Enterprise-scale complex share 0136","False",""
"share-WINSERVER-SSEnt0137","Get-SmbShare","WINSERVER","SSEnt0137","\\WINSERVER\SSEnt0137","C:\ShareSurferEnterpriseLab\Enterprise\Share0137","Enterprise-scale complex share 0137","False",""
"share-WINSERVER-SSEnt0138","Get-SmbShare","WINSERVER","SSEnt0138","\\WINSERVER\SSEnt0138","C:\ShareSurferEnterpriseLab\Enterprise\Share0138","Enterprise-scale complex share 0138","False",""
"share-WINSERVER-SSEnt0139","Get-SmbShare","WINSERVER","SSEnt0139","\\WINSERVER\SSEnt0139","C:\ShareSurferEnterpriseLab\Enterprise\Share0139","Enterprise-scale complex share 0139","False",""
"share-WINSERVER-SSEnt0140","Get-SmbShare","WINSERVER","SSEnt0140","\\WINSERVER\SSEnt0140","C:\ShareSurferEnterpriseLab\Enterprise\Share0140","Enterprise-scale complex share 0140","False",""
"share-WINSERVER-SSEnt0141","Get-SmbShare","WINSERVER","SSEnt0141","\\WINSERVER\SSEnt0141","C:\ShareSurferEnterpriseLab\Enterprise\Share0141","Enterprise-scale complex share 0141","False",""
"share-WINSERVER-SSEnt0142","Get-SmbShare","WINSERVER","SSEnt0142","\\WINSERVER\SSEnt0142","C:\ShareSurferEnterpriseLab\Enterprise\Share0142","Enterprise-scale complex share 0142","False",""
"share-WINSERVER-SSEnt0143","Get-SmbShare","WINSERVER","SSEnt0143","\\WINSERVER\SSEnt0143","C:\ShareSurferEnterpriseLab\Enterprise\Share0143","Enterprise-scale complex share 0143","False",""
"share-WINSERVER-SSEnt0144","Get-SmbShare","WINSERVER","SSEnt0144","\\WINSERVER\SSEnt0144","C:\ShareSurferEnterpriseLab\Enterprise\Share0144","Enterprise-scale complex share 0144","False",""
"share-WINSERVER-SSEnt0145","Get-SmbShare","WINSERVER","SSEnt0145","\\WINSERVER\SSEnt0145","C:\ShareSurferEnterpriseLab\Enterprise\Share0145","Enterprise-scale complex share 0145","False",""
"share-WINSERVER-SSEnt0146","Get-SmbShare","WINSERVER","SSEnt0146","\\WINSERVER\SSEnt0146","C:\ShareSurferEnterpriseLab\Enterprise\Share0146","Enterprise-scale complex share 0146","False",""
"share-WINSERVER-SSEnt0147","Get-SmbShare","WINSERVER","SSEnt0147","\\WINSERVER\SSEnt0147","C:\ShareSurferEnterpriseLab\Enterprise\Share0147","Enterprise-scale complex share 0147","False",""
"share-WINSERVER-SSEnt0148","Get-SmbShare","WINSERVER","SSEnt0148","\\WINSERVER\SSEnt0148","C:\ShareSurferEnterpriseLab\Enterprise\Share0148","Enterprise-scale complex share 0148","False",""
"share-WINSERVER-SSEnt0149","Get-SmbShare","WINSERVER","SSEnt0149","\\WINSERVER\SSEnt0149","C:\ShareSurferEnterpriseLab\Enterprise\Share0149","Enterprise-scale complex share 0149","False",""
"share-WINSERVER-SSEnt0150","Get-SmbShare","WINSERVER","SSEnt0150","\\WINSERVER\SSEnt0150","C:\ShareSurferEnterpriseLab\Enterprise\Share0150","Enterprise-scale complex share 0150","False",""
"share-WINSERVER-SSEnt0151","Get-SmbShare","WINSERVER","SSEnt0151","\\WINSERVER\SSEnt0151","C:\ShareSurferEnterpriseLab\Enterprise\Share0151","Enterprise-scale complex share 0151","False",""
"share-WINSERVER-SSEnt0152","Get-SmbShare","WINSERVER","SSEnt0152","\\WINSERVER\SSEnt0152","C:\ShareSurferEnterpriseLab\Enterprise\Share0152","Enterprise-scale complex share 0152","False",""
"share-WINSERVER-SSEnt0153","Get-SmbShare","WINSERVER","SSEnt0153","\\WINSERVER\SSEnt0153","C:\ShareSurferEnterpriseLab\Enterprise\Share0153","Enterprise-scale complex share 0153","False",""
"share-WINSERVER-SSEnt0154","Get-SmbShare","WINSERVER","SSEnt0154","\\WINSERVER\SSEnt0154","C:\ShareSurferEnterpriseLab\Enterprise\Share0154","Enterprise-scale complex share 0154","False",""
"share-WINSERVER-SSEnt0155","Get-SmbShare","WINSERVER","SSEnt0155","\\WINSERVER\SSEnt0155","C:\ShareSurferEnterpriseLab\Enterprise\Share0155","Enterprise-scale complex share 0155","False",""
"share-WINSERVER-SSEnt0156","Get-SmbShare","WINSERVER","SSEnt0156","\\WINSERVER\SSEnt0156","C:\ShareSurferEnterpriseLab\Enterprise\Share0156","Enterprise-scale complex share 0156","False",""
"share-WINSERVER-SSEnt0157","Get-SmbShare","WINSERVER","SSEnt0157","\\WINSERVER\SSEnt0157","C:\ShareSurferEnterpriseLab\Enterprise\Share0157","Enterprise-scale complex share 0157","False",""
"share-WINSERVER-SSEnt0158","Get-SmbShare","WINSERVER","SSEnt0158","\\WINSERVER\SSEnt0158","C:\ShareSurferEnterpriseLab\Enterprise\Share0158","Enterprise-scale complex share 0158","False",""
"share-WINSERVER-SSEnt0159","Get-SmbShare","WINSERVER","SSEnt0159","\\WINSERVER\SSEnt0159","C:\ShareSurferEnterpriseLab\Enterprise\Share0159","Enterprise-scale complex share 0159","False",""
"share-WINSERVER-SSEnt0160","Get-SmbShare","WINSERVER","SSEnt0160","\\WINSERVER\SSEnt0160","C:\ShareSurferEnterpriseLab\Enterprise\Share0160","Enterprise-scale complex share 0160","False",""
"share-WINSERVER-SSEnt0161","Get-SmbShare","WINSERVER","SSEnt0161","\\WINSERVER\SSEnt0161","C:\ShareSurferEnterpriseLab\Enterprise\Share0161","Enterprise-scale complex share 0161","False",""
"share-WINSERVER-SSEnt0162","Get-SmbShare","WINSERVER","SSEnt0162","\\WINSERVER\SSEnt0162","C:\ShareSurferEnterpriseLab\Enterprise\Share0162","Enterprise-scale complex share 0162","False",""
"share-WINSERVER-SSEnt0163","Get-SmbShare","WINSERVER","SSEnt0163","\\WINSERVER\SSEnt0163","C:\ShareSurferEnterpriseLab\Enterprise\Share0163","Enterprise-scale complex share 0163","False",""
"share-WINSERVER-SSEnt0164","Get-SmbShare","WINSERVER","SSEnt0164","\\WINSERVER\SSEnt0164","C:\ShareSurferEnterpriseLab\Enterprise\Share0164","Enterprise-scale complex share 0164","False",""
"share-WINSERVER-SSEnt0165","Get-SmbShare","WINSERVER","SSEnt0165","\\WINSERVER\SSEnt0165","C:\ShareSurferEnterpriseLab\Enterprise\Share0165","Enterprise-scale complex share 0165","False",""
"share-WINSERVER-SSEnt0166","Get-SmbShare","WINSERVER","SSEnt0166","\\WINSERVER\SSEnt0166","C:\ShareSurferEnterpriseLab\Enterprise\Share0166","Enterprise-scale complex share 0166","False",""
"share-WINSERVER-SSEnt0167","Get-SmbShare","WINSERVER","SSEnt0167","\\WINSERVER\SSEnt0167","C:\ShareSurferEnterpriseLab\Enterprise\Share0167","Enterprise-scale complex share 0167","False",""
"share-WINSERVER-SSEnt0168","Get-SmbShare","WINSERVER","SSEnt0168","\\WINSERVER\SSEnt0168","C:\ShareSurferEnterpriseLab\Enterprise\Share0168","Enterprise-scale complex share 0168","False",""
"share-WINSERVER-SSEnt0169","Get-SmbShare","WINSERVER","SSEnt0169","\\WINSERVER\SSEnt0169","C:\ShareSurferEnterpriseLab\Enterprise\Share0169","Enterprise-scale complex share 0169","False",""
"share-WINSERVER-SSEnt0170","Get-SmbShare","WINSERVER","SSEnt0170","\\WINSERVER\SSEnt0170","C:\ShareSurferEnterpriseLab\Enterprise\Share0170","Enterprise-scale complex share 0170","False",""
"share-WINSERVER-SSEnt0171","Get-SmbShare","WINSERVER","SSEnt0171","\\WINSERVER\SSEnt0171","C:\ShareSurferEnterpriseLab\Enterprise\Share0171","Enterprise-scale complex share 0171","False",""
"share-WINSERVER-SSEnt0172","Get-SmbShare","WINSERVER","SSEnt0172","\\WINSERVER\SSEnt0172","C:\ShareSurferEnterpriseLab\Enterprise\Share0172","Enterprise-scale complex share 0172","False",""
"share-WINSERVER-SSEnt0173","Get-SmbShare","WINSERVER","SSEnt0173","\\WINSERVER\SSEnt0173","C:\ShareSurferEnterpriseLab\Enterprise\Share0173","Enterprise-scale complex share 0173","False",""
"share-WINSERVER-SSEnt0174","Get-SmbShare","WINSERVER","SSEnt0174","\\WINSERVER\SSEnt0174","C:\ShareSurferEnterpriseLab\Enterprise\Share0174","Enterprise-scale complex share 0174","False",""
"share-WINSERVER-SSEnt0175","Get-SmbShare","WINSERVER","SSEnt0175","\\WINSERVER\SSEnt0175","C:\ShareSurferEnterpriseLab\Enterprise\Share0175","Enterprise-scale complex share 0175","False",""
"share-WINSERVER-SSEnt0176","Get-SmbShare","WINSERVER","SSEnt0176","\\WINSERVER\SSEnt0176","C:\ShareSurferEnterpriseLab\Enterprise\Share0176","Enterprise-scale complex share 0176","False",""
"share-WINSERVER-SSEnt0177","Get-SmbShare","WINSERVER","SSEnt0177","\\WINSERVER\SSEnt0177","C:\ShareSurferEnterpriseLab\Enterprise\Share0177","Enterprise-scale complex share 0177","False",""
"share-WINSERVER-SSEnt0178","Get-SmbShare","WINSERVER","SSEnt0178","\\WINSERVER\SSEnt0178","C:\ShareSurferEnterpriseLab\Enterprise\Share0178","Enterprise-scale complex share 0178","False",""
"share-WINSERVER-SSEnt0179","Get-SmbShare","WINSERVER","SSEnt0179","\\WINSERVER\SSEnt0179","C:\ShareSurferEnterpriseLab\Enterprise\Share0179","Enterprise-scale complex share 0179","False",""
"share-WINSERVER-SSEnt0180","Get-SmbShare","WINSERVER","SSEnt0180","\\WINSERVER\SSEnt0180","C:\ShareSurferEnterpriseLab\Enterprise\Share0180","Enterprise-scale complex share 0180","False",""
"share-WINSERVER-SSEnt0181","Get-SmbShare","WINSERVER","SSEnt0181","\\WINSERVER\SSEnt0181","C:\ShareSurferEnterpriseLab\Enterprise\Share0181","Enterprise-scale complex share 0181","False",""
"share-WINSERVER-SSEnt0182","Get-SmbShare","WINSERVER","SSEnt0182","\\WINSERVER\SSEnt0182","C:\ShareSurferEnterpriseLab\Enterprise\Share0182","Enterprise-scale complex share 0182","False",""
"share-WINSERVER-SSEnt0183","Get-SmbShare","WINSERVER","SSEnt0183","\\WINSERVER\SSEnt0183","C:\ShareSurferEnterpriseLab\Enterprise\Share0183","Enterprise-scale complex share 0183","False",""
"share-WINSERVER-SSEnt0184","Get-SmbShare","WINSERVER","SSEnt0184","\\WINSERVER\SSEnt0184","C:\ShareSurferEnterpriseLab\Enterprise\Share0184","Enterprise-scale complex share 0184","False",""
"share-WINSERVER-SSEnt0185","Get-SmbShare","WINSERVER","SSEnt0185","\\WINSERVER\SSEnt0185","C:\ShareSurferEnterpriseLab\Enterprise\Share0185","Enterprise-scale complex share 0185","False",""
"share-WINSERVER-SSEnt0186","Get-SmbShare","WINSERVER","SSEnt0186","\\WINSERVER\SSEnt0186","C:\ShareSurferEnterpriseLab\Enterprise\Share0186","Enterprise-scale complex share 0186","False",""
"share-WINSERVER-SSEnt0187","Get-SmbShare","WINSERVER","SSEnt0187","\\WINSERVER\SSEnt0187","C:\ShareSurferEnterpriseLab\Enterprise\Share0187","Enterprise-scale complex share 0187","False",""
"share-WINSERVER-SSEnt0188","Get-SmbShare","WINSERVER","SSEnt0188","\\WINSERVER\SSEnt0188","C:\ShareSurferEnterpriseLab\Enterprise\Share0188","Enterprise-scale complex share 0188","False",""
"share-WINSERVER-SSEnt0189","Get-SmbShare","WINSERVER","SSEnt0189","\\WINSERVER\SSEnt0189","C:\ShareSurferEnterpriseLab\Enterprise\Share0189","Enterprise-scale complex share 0189","False",""
"share-WINSERVER-SSEnt0190","Get-SmbShare","WINSERVER","SSEnt0190","\\WINSERVER\SSEnt0190","C:\ShareSurferEnterpriseLab\Enterprise\Share0190","Enterprise-scale complex share 0190","False",""
"share-WINSERVER-SSEnt0191","Get-SmbShare","WINSERVER","SSEnt0191","\\WINSERVER\SSEnt0191","C:\ShareSurferEnterpriseLab\Enterprise\Share0191","Enterprise-scale complex share 0191","False",""
"share-WINSERVER-SSEnt0192","Get-SmbShare","WINSERVER","SSEnt0192","\\WINSERVER\SSEnt0192","C:\ShareSurferEnterpriseLab\Enterprise\Share0192","Enterprise-scale complex share 0192","False",""
"share-WINSERVER-SSEnt0193","Get-SmbShare","WINSERVER","SSEnt0193","\\WINSERVER\SSEnt0193","C:\ShareSurferEnterpriseLab\Enterprise\Share0193","Enterprise-scale complex share 0193","False",""
"share-WINSERVER-SSEnt0194","Get-SmbShare","WINSERVER","SSEnt0194","\\WINSERVER\SSEnt0194","C:\ShareSurferEnterpriseLab\Enterprise\Share0194","Enterprise-scale complex share 0194","False",""
"share-WINSERVER-SSEnt0195","Get-SmbShare","WINSERVER","SSEnt0195","\\WINSERVER\SSEnt0195","C:\ShareSurferEnterpriseLab\Enterprise\Share0195","Enterprise-scale complex share 0195","False",""
"share-WINSERVER-SSEnt0196","Get-SmbShare","WINSERVER","SSEnt0196","\\WINSERVER\SSEnt0196","C:\ShareSurferEnterpriseLab\Enterprise\Share0196","Enterprise-scale complex share 0196","False",""
"share-WINSERVER-SSEnt0197","Get-SmbShare","WINSERVER","SSEnt0197","\\WINSERVER\SSEnt0197","C:\ShareSurferEnterpriseLab\Enterprise\Share0197","Enterprise-scale complex share 0197","False",""
"share-WINSERVER-SSEnt0198","Get-SmbShare","WINSERVER","SSEnt0198","\\WINSERVER\SSEnt0198","C:\ShareSurferEnterpriseLab\Enterprise\Share0198","Enterprise-scale complex share 0198","False",""
"share-WINSERVER-SSEnt0199","Get-SmbShare","WINSERVER","SSEnt0199","\\WINSERVER\SSEnt0199","C:\ShareSurferEnterpriseLab\Enterprise\Share0199","Enterprise-scale complex share 0199","False",""
"share-WINSERVER-SSEnt0200","Get-SmbShare","WINSERVER","SSEnt0200","\\WINSERVER\SSEnt0200","C:\ShareSurferEnterpriseLab\Enterprise\Share0200","Enterprise-scale complex share 0200","False",""
"share-WINSERVER-SSEnt0201","Get-SmbShare","WINSERVER","SSEnt0201","\\WINSERVER\SSEnt0201","C:\ShareSurferEnterpriseLab\Enterprise\Share0201","Enterprise-scale complex share 0201","False",""
"share-WINSERVER-SSEnt0202","Get-SmbShare","WINSERVER","SSEnt0202","\\WINSERVER\SSEnt0202","C:\ShareSurferEnterpriseLab\Enterprise\Share0202","Enterprise-scale complex share 0202","False",""
"share-WINSERVER-SSEnt0203","Get-SmbShare","WINSERVER","SSEnt0203","\\WINSERVER\SSEnt0203","C:\ShareSurferEnterpriseLab\Enterprise\Share0203","Enterprise-scale complex share 0203","False",""
"share-WINSERVER-SSEnt0204","Get-SmbShare","WINSERVER","SSEnt0204","\\WINSERVER\SSEnt0204","C:\ShareSurferEnterpriseLab\Enterprise\Share0204","Enterprise-scale complex share 0204","False",""
"share-WINSERVER-SSEnt0205","Get-SmbShare","WINSERVER","SSEnt0205","\\WINSERVER\SSEnt0205","C:\ShareSurferEnterpriseLab\Enterprise\Share0205","Enterprise-scale complex share 0205","False",""
"share-WINSERVER-SSEnt0206","Get-SmbShare","WINSERVER","SSEnt0206","\\WINSERVER\SSEnt0206","C:\ShareSurferEnterpriseLab\Enterprise\Share0206","Enterprise-scale complex share 0206","False",""
"share-WINSERVER-SSEnt0207","Get-SmbShare","WINSERVER","SSEnt0207","\\WINSERVER\SSEnt0207","C:\ShareSurferEnterpriseLab\Enterprise\Share0207","Enterprise-scale complex share 0207","False",""
"share-WINSERVER-SSEnt0208","Get-SmbShare","WINSERVER","SSEnt0208","\\WINSERVER\SSEnt0208","C:\ShareSurferEnterpriseLab\Enterprise\Share0208","Enterprise-scale complex share 0208","False",""
"share-WINSERVER-SSEnt0209","Get-SmbShare","WINSERVER","SSEnt0209","\\WINSERVER\SSEnt0209","C:\ShareSurferEnterpriseLab\Enterprise\Share0209","Enterprise-scale complex share 0209","False",""
"share-WINSERVER-SSEnt0210","Get-SmbShare","WINSERVER","SSEnt0210","\\WINSERVER\SSEnt0210","C:\ShareSurferEnterpriseLab\Enterprise\Share0210","Enterprise-scale complex share 0210","False",""
"share-WINSERVER-SSEnt0211","Get-SmbShare","WINSERVER","SSEnt0211","\\WINSERVER\SSEnt0211","C:\ShareSurferEnterpriseLab\Enterprise\Share0211","Enterprise-scale complex share 0211","False",""
"share-WINSERVER-SSEnt0212","Get-SmbShare","WINSERVER","SSEnt0212","\\WINSERVER\SSEnt0212","C:\ShareSurferEnterpriseLab\Enterprise\Share0212","Enterprise-scale complex share 0212","False",""
"share-WINSERVER-SSEnt0213","Get-SmbShare","WINSERVER","SSEnt0213","\\WINSERVER\SSEnt0213","C:\ShareSurferEnterpriseLab\Enterprise\Share0213","Enterprise-scale complex share 0213","False",""
"share-WINSERVER-SSEnt0214","Get-SmbShare","WINSERVER","SSEnt0214","\\WINSERVER\SSEnt0214","C:\ShareSurferEnterpriseLab\Enterprise\Share0214","Enterprise-scale complex share 0214","False",""
"share-WINSERVER-SSEnt0215","Get-SmbShare","WINSERVER","SSEnt0215","\\WINSERVER\SSEnt0215","C:\ShareSurferEnterpriseLab\Enterprise\Share0215","Enterprise-scale complex share 0215","False",""
"share-WINSERVER-SSEnt0216","Get-SmbShare","WINSERVER","SSEnt0216","\\WINSERVER\SSEnt0216","C:\ShareSurferEnterpriseLab\Enterprise\Share0216","Enterprise-scale complex share 0216","False",""
"share-WINSERVER-SSEnt0217","Get-SmbShare","WINSERVER","SSEnt0217","\\WINSERVER\SSEnt0217","C:\ShareSurferEnterpriseLab\Enterprise\Share0217","Enterprise-scale complex share 0217","False",""
"share-WINSERVER-SSEnt0218","Get-SmbShare","WINSERVER","SSEnt0218","\\WINSERVER\SSEnt0218","C:\ShareSurferEnterpriseLab\Enterprise\Share0218","Enterprise-scale complex share 0218","False",""
"share-WINSERVER-SSEnt0219","Get-SmbShare","WINSERVER","SSEnt0219","\\WINSERVER\SSEnt0219","C:\ShareSurferEnterpriseLab\Enterprise\Share0219","Enterprise-scale complex share 0219","False",""
"share-WINSERVER-SSEnt0220","Get-SmbShare","WINSERVER","SSEnt0220","\\WINSERVER\SSEnt0220","C:\ShareSurferEnterpriseLab\Enterprise\Share0220","Enterprise-scale complex share 0220","False",""
"share-WINSERVER-SSEnt0221","Get-SmbShare","WINSERVER","SSEnt0221","\\WINSERVER\SSEnt0221","C:\ShareSurferEnterpriseLab\Enterprise\Share0221","Enterprise-scale complex share 0221","False",""
"share-WINSERVER-SSEnt0222","Get-SmbShare","WINSERVER","SSEnt0222","\\WINSERVER\SSEnt0222","C:\ShareSurferEnterpriseLab\Enterprise\Share0222","Enterprise-scale complex share 0222","False",""
"share-WINSERVER-SSEnt0223","Get-SmbShare","WINSERVER","SSEnt0223","\\WINSERVER\SSEnt0223","C:\ShareSurferEnterpriseLab\Enterprise\Share0223","Enterprise-scale complex share 0223","False",""
"share-WINSERVER-SSEnt0224","Get-SmbShare","WINSERVER","SSEnt0224","\\WINSERVER\SSEnt0224","C:\ShareSurferEnterpriseLab\Enterprise\Share0224","Enterprise-scale complex share 0224","False",""
"share-WINSERVER-SSEnt0225","Get-SmbShare","WINSERVER","SSEnt0225","\\WINSERVER\SSEnt0225","C:\ShareSurferEnterpriseLab\Enterprise\Share0225","Enterprise-scale complex share 0225","False",""
"share-WINSERVER-SSEnt0226","Get-SmbShare","WINSERVER","SSEnt0226","\\WINSERVER\SSEnt0226","C:\ShareSurferEnterpriseLab\Enterprise\Share0226","Enterprise-scale complex share 0226","False",""
"share-WINSERVER-SSEnt0227","Get-SmbShare","WINSERVER","SSEnt0227","\\WINSERVER\SSEnt0227","C:\ShareSurferEnterpriseLab\Enterprise\Share0227","Enterprise-scale complex share 0227","False",""
"share-WINSERVER-SSEnt0228","Get-SmbShare","WINSERVER","SSEnt0228","\\WINSERVER\SSEnt0228","C:\ShareSurferEnterpriseLab\Enterprise\Share0228","Enterprise-scale complex share 0228","False",""
"share-WINSERVER-SSEnt0229","Get-SmbShare","WINSERVER","SSEnt0229","\\WINSERVER\SSEnt0229","C:\ShareSurferEnterpriseLab\Enterprise\Share0229","Enterprise-scale complex share 0229","False",""
"share-WINSERVER-SSEnt0230","Get-SmbShare","WINSERVER","SSEnt0230","\\WINSERVER\SSEnt0230","C:\ShareSurferEnterpriseLab\Enterprise\Share0230","Enterprise-scale complex share 0230","False",""
"share-WINSERVER-SSEnt0231","Get-SmbShare","WINSERVER","SSEnt0231","\\WINSERVER\SSEnt0231","C:\ShareSurferEnterpriseLab\Enterprise\Share0231","Enterprise-scale complex share 0231","False",""
"share-WINSERVER-SSEnt0232","Get-SmbShare","WINSERVER","SSEnt0232","\\WINSERVER\SSEnt0232","C:\ShareSurferEnterpriseLab\Enterprise\Share0232","Enterprise-scale complex share 0232","False",""
"share-WINSERVER-SSEnt0233","Get-SmbShare","WINSERVER","SSEnt0233","\\WINSERVER\SSEnt0233","C:\ShareSurferEnterpriseLab\Enterprise\Share0233","Enterprise-scale complex share 0233","False",""
"share-WINSERVER-SSEnt0234","Get-SmbShare","WINSERVER","SSEnt0234","\\WINSERVER\SSEnt0234","C:\ShareSurferEnterpriseLab\Enterprise\Share0234","Enterprise-scale complex share 0234","False",""
"share-WINSERVER-SSEnt0235","Get-SmbShare","WINSERVER","SSEnt0235","\\WINSERVER\SSEnt0235","C:\ShareSurferEnterpriseLab\Enterprise\Share0235","Enterprise-scale complex share 0235","False",""
"share-WINSERVER-SSEnt0236","Get-SmbShare","WINSERVER","SSEnt0236","\\WINSERVER\SSEnt0236","C:\ShareSurferEnterpriseLab\Enterprise\Share0236","Enterprise-scale complex share 0236","False",""
"share-WINSERVER-SSEnt0237","Get-SmbShare","WINSERVER","SSEnt0237","\\WINSERVER\SSEnt0237","C:\ShareSurferEnterpriseLab\Enterprise\Share0237","Enterprise-scale complex share 0237","False",""
"share-WINSERVER-SSEnt0238","Get-SmbShare","WINSERVER","SSEnt0238","\\WINSERVER\SSEnt0238","C:\ShareSurferEnterpriseLab\Enterprise\Share0238","Enterprise-scale complex share 0238","False",""
"share-WINSERVER-SSEnt0239","Get-SmbShare","WINSERVER","SSEnt0239","\\WINSERVER\SSEnt0239","C:\ShareSurferEnterpriseLab\Enterprise\Share0239","Enterprise-scale complex share 0239","False",""
"share-WINSERVER-SSEnt0240","Get-SmbShare","WINSERVER","SSEnt0240","\\WINSERVER\SSEnt0240","C:\ShareSurferEnterpriseLab\Enterprise\Share0240","Enterprise-scale complex share 0240","False",""
"share-WINSERVER-SSEnt0241","Get-SmbShare","WINSERVER","SSEnt0241","\\WINSERVER\SSEnt0241","C:\ShareSurferEnterpriseLab\Enterprise\Share0241","Enterprise-scale complex share 0241","False",""
"share-WINSERVER-SSEnt0242","Get-SmbShare","WINSERVER","SSEnt0242","\\WINSERVER\SSEnt0242","C:\ShareSurferEnterpriseLab\Enterprise\Share0242","Enterprise-scale complex share 0242","False",""
"share-WINSERVER-SSEnt0243","Get-SmbShare","WINSERVER","SSEnt0243","\\WINSERVER\SSEnt0243","C:\ShareSurferEnterpriseLab\Enterprise\Share0243","Enterprise-scale complex share 0243","False",""
"share-WINSERVER-SSEnt0244","Get-SmbShare","WINSERVER","SSEnt0244","\\WINSERVER\SSEnt0244","C:\ShareSurferEnterpriseLab\Enterprise\Share0244","Enterprise-scale complex share 0244","False",""
"share-WINSERVER-SSEnt0245","Get-SmbShare","WINSERVER","SSEnt0245","\\WINSERVER\SSEnt0245","C:\ShareSurferEnterpriseLab\Enterprise\Share0245","Enterprise-scale complex share 0245","False",""
"share-WINSERVER-SSEnt0246","Get-SmbShare","WINSERVER","SSEnt0246","\\WINSERVER\SSEnt0246","C:\ShareSurferEnterpriseLab\Enterprise\Share0246","Enterprise-scale complex share 0246","False",""
"share-WINSERVER-SSEnt0247","Get-SmbShare","WINSERVER","SSEnt0247","\\WINSERVER\SSEnt0247","C:\ShareSurferEnterpriseLab\Enterprise\Share0247","Enterprise-scale complex share 0247","False",""
