"BusinessUnit","Owner","Pattern","Source","MatchingItems","Directories","Files","FindingCount","ConflictCount","PartialShareCount","DirectIdentityCount","DirectGroupCount","ExpandedMemberCount","RiskLevel"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-B77597A8BCBD","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-CAD7C4452C75","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-762A6BA45535","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-75EDE897B4DD","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-1D78CD4F3582","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-A37C3C672C55","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-04F01C085E77","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-1F48848C6DEF","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-04D2BE681DC5","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-8F7FB90CE642","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-D3F62126E637","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-632D587866D2","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-CC94D6AA6071","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-73CB16EADF22","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-7C9D1769D3C4","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-86D4A7A7657E","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-AFD7E94D7785","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-3850C3DCC2BC","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-C8B28DFD34BD","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-E81A6E256AE6","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-144C070184D5","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-5ED59A408323","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-BA4E6D588C50","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-4D371D14AB94","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-76452C86846F","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-60950A2A2A63","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-A2A37FF0A695","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-5F9484CF717C","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-E680E05151E2","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-7FECD354DF8D","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-70FB31F02A62","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-B1058D7D6485","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-0597B876145C","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-B57A871EE2FE","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-5DBFAF2086BE","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-32DF28FED73E","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-C4B54FAA7584","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-311957C1E4BC","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-2DE62B2C37E4","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-162CCC58CEA6","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-23B57BD664B9","ID-4183848330D5","ID-B9AB3C844B27","LabPlan","20","10","10","7","96","1","6","4","10","High"
"ID-AC07B1D7FA12","ID-F3C489CA15AF","ID-804662DF218A","LabPlan","13","4","9","5","51","0","5","3","8","High"
